id|x|y
20627|119.330311638|33.2037455266
20628|119.325999829|33.2026065502
20629|119.38095502|33.2511716948
20630|119.354808633|33.2600629377
20631|119.373523891|33.2499643522
20634|119.390131023|33.3528060712
20654|119.390699337|33.3450332965
20658|119.388947696|33.3392914702
20668|119.276318848|33.250071187
20682|119.504128781|33.2012373432
20687|119.524467005|33.2008356011
20699|119.510012169|33.1980461128
20702|119.322274395|33.2024065965
21480|119.475932779|32.7442470795
21481|119.433862774|33.00049856
21482|119.277899387|32.6634230855
21483|120.527159756|31.8218958991
29097|120.602438064|31.8783067647
29100|120.60960131|31.9507321022
29103|121.104910597|31.4971015749
30317|120.14392408|32.7439566842
30318|119.880400374|32.3871729123
30319|119.969953338|32.4170327718
30320|119.928901179|32.4891747232
30321|119.951118261|32.4577117019
30322|119.871824694|32.4059422375
30323|119.966393253|32.5291315963
39355|120.435074215|32.5769098236
42936|116.662098874|34.6962715896
42937|116.568353405|34.7176385488
49383|120.214985067|33.3595259176
56115|119.573989158|31.7894611533
56116|120.220450571|33.3554803024
56117|119.555912264|31.7848605647
56118|120.219076833|33.3546901921
56119|119.593685758|31.8045744265
56120|119.223799957|33.5593853319
56287|119.246873185|33.3938066969
45524|119.24564693|33.7421526831
20152|119.351757785|33.416761159
20154|119.993680973|31.7146487891
20166|119.769774171|31.8794743602
20168|119.769095602|31.8771202018
20170|119.988390784|31.6440573962
21361|120.141236218|31.7116176603
21362|120.053466744|31.5462755263
46751|119.985192398|32.1475832078
1588|120.005244065|32.2255520677
1589|120.077521754|32.1810115144
1590|120.257463434|32.2364519438
1591|120.24935909|32.231823877
1593|120.252304131|32.2327559275
14086|120.252512111|32.2321169534
14091|120.246423744|32.2322324657
20042|120.495361357|31.5798379839
20101|120.403986421|31.6085475826
20165|120.400280772|31.6152710206
20167|120.453106414|32.4904202086
20169|117.451427026|34.4410314492
20261|119.974780834|33.9619959091
20290|119.99920204|33.9626754147
20763|119.972655746|31.8110286563
20803|119.956003835|31.7670798232
20848|119.87958956|31.769304049
20864|119.879115401|31.7676265546
20882|119.876469104|31.7679757318
21363|119.440145471|31.4652159676
42493|119.277158782|31.5272311679
42494|120.082957498|32.7265210856
42495|120.069596745|32.7317744494
42496|119.801863506|32.930795852
42497|119.88301835|34.027980104
42498|119.883663886|34.0273412238
42499|120.941045306|31.4491366354
42500|120.914064363|31.4481519571
50811|121.075936031|31.3486445956
50812|121.076901977|31.3316678985
51910|120.971471853|31.3155110245
51920|117.173782321|34.216348476
51925|119.046009929|32.1440625109
51926|119.045525184|32.1452859836
51927|119.047578992|32.1444753817
54736|119.045103279|32.1402307123
54809|119.046322093|32.1405478979
54816|119.048486361|32.1414783638
1511|119.048711557|32.1440538158
18813|119.051469204|32.1407782249
18814|117.17831588|34.2134445571
18815|117.450183931|34.4439928478
18816|117.178974285|34.2342666244
18817|121.039409238|31.7230262611
18818|120.672223399|31.5264783579
18819|120.69547792|31.7164154242
18823|117.244608212|34.3262458562
19988|119.891487386|34.0481806088
20150|120.025963977|33.7202876198
20150|120.056186982|33.7466988482
20156|119.047989116|33.02214808
21071|119.886142992|31.8681863373
21072|119.947270587|31.9223701468
21238|120.909589209|31.9212993798
21240|120.909589209|31.9212993798
32433|120.700439564|31.1344667001
37361|120.65863296|31.1075512267
37376|120.594566108|31.0546970672
46786|120.64064465|31.1072566635
46787|120.821439326|31.0352754279
46788|120.88165901|31.0175409458
1560|120.806186911|31.0788811839
1562|120.844198111|31.065996215
1563|120.376864809|30.9361580696
1564|120.370984897|30.933892493
1565|120.375128384|30.9366815524
1566|120.581270799|30.8636292751
1567|120.610451144|30.924424045
1569|120.583329991|30.8636206889
1572|120.581286603|30.8623934596
1574|120.583322208|30.8623844458
1576|119.18786776|32.2620421885
1578|120.107326508|33.3118606954
1580|120.10561873|33.3114021833
1582|120.109014626|33.3106195045
1584|120.105750824|33.310776708
1586|120.105967317|33.3098044587
6937|120.106328114|33.3088950703
6938|121.12076047|31.4639975153
6939|121.11899891|31.424200451
6971|121.118111938|31.4260347482
6972|119.99944512|31.4458614052
18375|120.466684391|33.1727139617
18394|120.467024292|33.1681145579
18395|120.467319542|33.1642704054
20288|120.385058967|33.1566351133
20294|120.383976356|33.1561290456
20296|120.591792881|33.2165547843
20298|120.591712869|33.2176306857
20300|120.592880335|33.2176920843
20302|120.717786182|33.2197190626
20304|120.720768844|33.2194652661
20306|119.424690485|31.8408846278
20308|119.256853747|32.1766405061
20501|119.475372747|32.1118055336
20515|119.457065502|32.1290430484
20525|119.5299227|32.1470631238
20863|119.819749305|33.2871278885
20895|119.905782084|33.3402805483
21211|119.905681327|33.340814915
21236|119.998293673|33.1879710765
25339|120.11408938|33.3117649538
25345|120.107693688|33.3051469006
29070|120.109495209|33.3058034772
29073|120.113669527|33.3106377773
29079|120.113506095|33.3135193733
29082|119.950360304|33.2153296575
29085|119.905615004|33.3411666786
32461|119.250697732|32.9481443862
32679|118.981127004|32.9984396502
32680|118.989277121|31.6445500821
32847|118.981846185|31.6448410635
32848|119.179319209|31.5692889136
32849|120.561646067|32.4275200106
32850|120.561506473|32.4271578489
32851|120.56405461|32.427088844
33854|120.564274629|32.426680368
33855|120.545995981|32.3966954228
34880|120.561541964|32.4258354273
44356|120.577727172|32.4113292866
44357|120.53316429|32.4483088609
44358|120.408211711|31.4985383313
44359|119.339241716|33.2202698664
44360|119.355334213|33.257602043
44361|120.228456065|33.3326894864
44362|120.258793902|33.3847307106
44363|120.277567926|33.3840046595
44364|119.609259613|31.7218381165
44365|119.458764746|31.6435873595
44366|119.617104148|31.7181199614
44367|119.590596782|31.7720255865
44368|119.408412498|31.7433656847
44369|120.381094306|33.7298619651
44370|120.385444129|33.7324315205
44371|117.446636902|34.4354439255
19987|117.366334198|34.3668819227
19990|120.557397998|32.3793695907
20104|120.973569201|31.8441821685
20106|119.65007943|33.7590666805
20108|119.716385263|32.3808417778
20149|119.622946606|32.5089345582
20151|119.598911169|32.3984686395
20153|119.693134874|32.5747402859
20155|119.804021627|32.4856794051
20157|119.817434778|32.3254096588
20158|119.614523879|32.3978584896
21071|119.810081823|32.4871339668
21079|119.590567979|32.7550222413
21082|119.583172015|32.7221315366
21083|119.510930662|32.7795396509
21084|120.771861424|31.2848140204
21092|119.87391474|32.3958657834
21105|119.874109586|32.3925333256
21119|119.876365559|32.390619293
21131|119.875748766|32.4535396761
21407|119.890176965|32.4234559996
21408|119.891192945|32.4215540704
21409|119.869184541|32.4383679845
21410|119.937047367|32.4816457171
21411|119.93677071|32.4699115717
29062|119.932527414|32.4815583055
29064|119.963611959|32.4790755598
29065|119.966783105|32.4793289776
29067|119.878826794|32.4910401776
29076|119.8919837|32.4975300404
29088|119.876437929|32.3958475258
32458|119.913296315|32.391565744
37556|120.475136689|31.9638367868
37557|120.253249125|33.5066719826
39154|120.374510683|33.7279950236
41324|120.374026006|33.7295653085
41326|117.447460267|34.4434609703
41328|117.450067939|34.4382860576
41330|117.444705156|34.4422213675
41332|119.656200805|31.57814109
41333|120.009280537|31.4659018889
41334|120.475951908|31.9800101964
41335|120.456877178|31.9627216343
54798|119.466526724|32.8183469568
23654|119.471036011|32.7427448826
23674|119.466321803|32.7413046774
23726|119.471126036|32.7411279865
23727|119.474215458|32.7442076703
23745|119.467651727|32.751278053
44879|119.450059795|32.7425853295
44880|119.56099499|32.6872339245
44881|119.256780591|32.6411435591
29613|119.258393631|32.6396452566
29623|119.259229242|32.6396458536
30316|119.25622227|32.6432838874
33853|119.324108868|32.6883964444
37225|119.249150239|32.6332219703
37519|120.025207522|31.7169577603
37520|120.537122798|33.1272595608
37521|119.217337692|34.2955124039
37522|119.227480369|34.2803136062
37523|119.224669027|34.2792022237
37524|119.239333861|34.2882743524
37525|119.26059757|34.282573035
55620|119.236477282|34.2975773935
55623|119.23645872|34.2788434516
55624|119.266534701|34.2931991136
55625|119.269406879|34.2930666211
55626|119.269533451|34.2940190933
55627|119.913342471|32.5814244073
55634|119.913181522|32.5813677688
55642|118.182687948|33.4995193193
55643|118.182650627|33.4982643832
55644|118.182851314|33.5016951335
20104|118.183666569|33.4940722976
20189|118.191879147|33.5069996875
20201|118.18097616|33.5190342091
21069|118.190084898|33.5122985093
21070|118.189451404|33.5025412067
29054|118.195649996|33.5022964906
29056|118.219515518|33.5080137506
29059|118.189640222|33.5089585318
29061|118.520957093|33.4091112472
29066|119.813020078|32.0778724095
29069|118.95767726|33.0199434021
29072|118.950192278|33.019918356
29075|118.958071699|33.0179378892
29078|118.954281181|33.0209875143
29081|118.952961563|32.9747723397
29084|119.219536779|33.0558147608
29087|118.961856418|33.0213140395
29091|120.589890406|33.1299769756
29093|120.389847924|33.1770714762
32420|120.438094721|31.9435111955
32421|120.441104363|31.9415298468
32422|120.445988715|31.9413583522
32423|120.439785899|31.9389604761
32427|120.434948218|31.9386116497
32430|120.436102285|31.9369655773
32431|120.438181936|31.9360387479
52049|121.02372749|31.7371309383
53703|121.041191571|31.7220114573
1514|120.710287924|31.7121186077
1518|118.989780587|33.0853857667
20041|118.688875301|32.1632003798
20137|118.665893157|32.1907245612
20161|120.101759448|33.1878494401
21077|119.299759607|34.1007238042
21080|119.742434074|34.3894322597
21081|119.741017019|34.3897076541
21250|119.769579034|34.3854327186
25307|119.758214639|34.3966696287
32429|118.949285496|33.0149192477
37503|120.415019004|31.5551312026
37504|120.397162451|31.6224914425
37505|120.488665515|31.620436452
47803|120.120091402|31.7346792993
47804|118.250901093|33.9131238721
47805|118.243593143|33.8874940076
21245|118.244841495|33.8859961044
21246|120.458320586|32.5163216499
21249|119.37309069|32.4354492849
21252|120.088447708|33.6583705499
21262|120.293999978|33.6923776502
31770|119.434356109|32.830149126
38737|119.434161257|32.830136753
38738|119.256807828|32.6673161544
20138|119.25011911|32.6936869974
20162|119.250244037|32.6949181503
20934|119.248854465|32.6837547725
37342|119.248334711|32.6896718659
54767|119.254902073|32.6914059124
54778|119.248510516|32.6918664076
54788|119.44664083|31.4535913665
56263|119.512573152|31.3813689571
21069|120.423282828|31.8304297838
22704|120.279983427|31.7600409358
22712|120.277201299|31.7599637212
22713|119.158665081|33.5262589887
29790|119.031080957|33.559468286
29798|119.100281655|33.5361959868
49669|119.099769937|33.6492120967
49897|120.55374767|31.8742548867
49962|120.553347701|31.8731397092
3460|120.554316374|31.8730191543
3461|120.551259239|31.8826881245
3462|120.552762116|31.8822191051
19991|120.523443763|31.8791373228
21226|120.545703444|31.911971894
25326|120.545604342|31.9108201263
25333|120.808316621|31.5771706362
29032|120.80660795|31.5774657766
29034|120.65389179|31.7144567293
29036|120.103775763|34.1994820628
29040|120.066163858|34.1440905791
29043|120.741097924|31.3100827495
29046|120.587116877|32.3784493695
29048|120.797786803|32.0478898179
29050|118.559421473|31.8564025705
29052|118.992093702|31.9289201448
37359|118.821889233|31.8384709741
37360|118.920598067|31.9231937846
20101|118.780895529|32.3085508147
21073|118.77981501|32.3073308068
21074|117.446191388|34.4435496008
21075|121.421684136|32.1284184444
21234|119.529180005|32.0373333378
33852|118.854336939|34.1290189377
38764|121.061537709|31.9569691095
38765|119.520990339|32.0015153603
38766|119.508167045|32.0041855586
38767|119.54019221|31.9969657962
39363|119.490605946|32.0096260164
39364|119.620277217|32.006735308
22088|119.619650493|32.0067322347
22383|119.622822646|32.0270729988
41316|119.620889478|31.9835901991
41317|119.595888302|32.047298059
41319|119.620119042|32.0253616826
41321|119.588155815|32.0471140053
41322|119.612521901|32.0570946536
18811|119.603961301|32.0569110096
18825|119.609656131|32.0361425164
18830|119.612371691|32.0399983292
22620|119.624386077|32.0230161047
29249|119.622202244|32.0243577046
29276|119.528414233|32.0422676461
48812|119.628779829|32.0011588462
48813|119.602888112|32.0587246458
48814|119.613113143|32.0377445254
48815|119.600615336|32.0602992624
48816|119.608107583|32.0392212515
48817|119.545221899|32.0040470064
48820|119.785564027|34.0162139437
48821|120.082902239|34.3574350917
48831|120.078872354|34.3572986031
48841|120.398592454|32.734650623
48843|120.406291205|32.7341575307
48848|117.444082676|34.4535437075
48851|118.020658202|34.2972420544
48852|117.989797417|34.4416878278
48853|117.873335058|34.5391936133
56261|117.768784812|34.3064475258
56262|120.960676686|31.5441492223
20914|120.817390427|31.5810016693
20918|120.967740669|31.7499631265
20919|118.931162111|31.341022645
20923|120.248032079|32.6178885193
20042|120.398660795|32.4952003994
20138|120.408036996|31.4860467888
20162|120.408319365|31.4747883924
20190|120.264288147|31.445104961
20202|120.255787453|31.4479727877
20215|120.267310965|31.452570457
20231|120.277668807|31.4477106164
20252|120.277346468|31.4449585458
21071|119.168772953|32.2889521677
21072|119.180828624|32.2782886693
44355|118.500830519|33.7912334356
20066|120.219985189|33.3370995041
20067|118.75340001|34.0475911969
23545|118.755247297|34.0486922014
34864|118.751485606|34.132031444
34875|118.749195081|34.1062479052
37612|118.76944773|34.2358429351
46769|121.061032981|31.6181885453
46778|121.046242364|31.4899109786
53963|120.85486575|31.3163845687
54745|120.819636895|31.3504114045
54756|120.817489962|31.3559300642
55075|118.243423563|33.8848575252
55086|118.228441036|33.9005954226
55087|118.240871104|33.889749635
55088|118.218476598|33.9180999554
55089|118.239691128|33.88515089
8716|118.217419607|33.9105766152
8722|118.253556238|33.9118148815
18037|118.213236675|33.8876440575
18115|118.212917836|33.8846845993
18139|119.085285497|32.3385467297
20105|119.081196995|32.3392327226
20107|120.504109285|32.0028900756
20110|120.529066296|31.8284988888
19920|120.435996268|31.9099602702
19921|120.24822984|33.3222356348
19922|119.054440371|32.1492939613
19923|120.271504606|33.3904794897
19924|119.059423495|32.149453739
19925|120.272231867|33.3887277278
19926|119.06035563|32.1489337336
19927|120.25194493|33.3809386605
19928|119.085476296|32.1467277121
19929|120.256466402|33.383528324
20047|119.088142066|32.1474568332
20048|120.250796462|33.3569002062
20050|120.251753973|33.3385602305
20052|120.252478868|33.3389871246
20054|119.0337181|32.1380067156
20056|119.035963817|32.1382314535
20068|119.038591768|32.1334122949
20069|119.03392954|32.1317381003
20070|119.037922927|32.1298633512
20071|119.040254645|32.1297502813
20073|119.027827958|32.1195483517
20074|119.029040847|32.1196442795
20075|119.030883952|32.1198147966
20076|119.027209698|32.1220589769
20077|119.161490738|31.9544508487
20078|119.161490738|31.9544508487
20079|119.166694819|31.9576688483
20080|119.123551074|32.0201391125
20081|119.124039523|32.0218429273
20082|119.148741624|31.9428979881
20083|119.145487473|31.9612537239
20084|119.162017133|31.9291796662
20085|119.164034303|31.9287684784
20086|119.164062941|31.9277512031
20087|119.162975554|31.9273579176
20088|120.15209065|33.4108367729
20089|120.157077596|33.406085936
20104|120.159963684|33.4030295965
20106|120.166711072|33.3962684493
20108|120.171838642|33.3913500351
20109|120.169495637|33.3934093323
20111|120.152219018|33.4125134147
20112|120.16019347|33.4155088762
20113|120.157309039|33.4073868851
20114|120.157774532|33.4069026105
20115|120.198145102|33.3554596587
20116|120.218414701|33.3351579
20117|120.198145102|33.3554596587
20118|120.190812111|33.3710256644
20119|120.196466677|33.3643174874
20120|120.200811441|33.3591834458
20121|120.202842018|33.3567955678
20122|120.228218191|33.3269357878
20123|120.18871534|33.3734911642
20124|120.219944224|33.3376704336
20125|120.169571134|33.3956384714
20126|120.177032868|33.3873993781
20128|120.179531763|33.3843573224
20129|120.10377681|34.2003889159
20130|119.896805969|33.9005671436
20131|118.978114926|33.0065105895
49655|119.00482921|33.0259709141
49664|119.984938349|31.7394135356
49667|119.987759848|31.7392889031
49668|120.028412758|31.7320143376
49794|120.01816137|31.7391419905
49796|120.002427878|31.7400429583
49827|119.865728592|31.7686081656
49828|119.867671332|31.7653526849
49829|119.869145453|31.7632186163
49830|119.089673496|31.5290962427
49831|119.088921452|31.5259994507
49832|119.092431287|31.5284246511
49833|119.093006785|31.5269051056
49834|119.058918427|31.6286371688
49963|119.05979299|31.6705795574
53700|120.704671794|32.3270413922
53701|120.40762001|32.3171445347
53702|120.463031759|32.3225723286
3451|120.390263948|32.2763993629
3452|120.635910901|32.0302304361
3453|119.146298557|33.546804062
3455|119.149961727|33.5290074608
3456|119.389818119|33.4651794402
3457|119.361331708|33.4043776483
3458|119.105154351|33.5818327544
3459|119.065090845|33.5854095289
17564|119.040178513|33.5889912122
17573|119.0107332|33.5434780256
17590|119.015737457|33.5488041633
17626|118.995547704|33.5433248625
18103|119.020834298|33.4962446096
20047|118.982117234|33.4421739785
20049|118.981005204|33.4421905397
20051|118.961407747|33.4342174405
20053|118.871845059|33.8084449491
20055|119.880128977|32.4628064814
20057|119.88927603|32.3836691071
20059|119.914954048|32.2462147226
20061|119.290049857|32.4151543185
20897|119.276976942|32.4354815644
20898|119.236892713|32.4085383571
20938|119.241047922|32.4066897011
21153|119.235099462|32.2870734968
21183|119.244053507|32.2861788554
31768|119.615761215|34.2346620318
31769|120.166730428|33.3534231468
37511|120.778419549|31.6540767565
37512|120.77649755|31.6512879244
37513|119.832098682|33.5007749578
37514|119.825284245|32.9405925389
37515|119.825284245|32.9405925389
37516|119.925484235|32.2172914842
3454|119.925784165|32.2103740823
19889|119.97427939|32.4157108354
30603|119.974968704|32.415734738
30604|119.900857042|32.2742410287
30605|119.903087179|32.2828330188
31058|120.467407518|31.67695478
32839|119.586681673|31.1871248381
32840|119.5395185|31.7621040523
32841|118.326974427|34.3991966725
32842|118.193975536|33.6068602584
32843|118.315741381|33.5331493469
32844|118.315814034|33.5335486632
32845|118.132438468|33.4619201513
32846|118.132490278|33.4627707022
46749|118.134326447|33.4586397201
46750|118.184294813|33.2527918834
53866|118.196730496|33.2420485364
53867|119.871808189|31.8358048606
53868|119.986829716|31.8685460969
53869|119.862721467|31.9933279734
53870|119.035031236|32.9598513395
53871|119.137046414|33.0855375699
54735|119.338169891|31.4505921395
432|120.540826886|32.4201752118
1549|120.394729712|31.9532165748
1551|120.391686052|31.9545152234
1553|120.494550631|31.9972312758
15591|120.111887073|32.5074590583
15592|120.878155922|31.7030809602
18391|119.882584823|32.7113356684
20050|121.15879337|32.3567630224
20100|121.162953935|32.3556014092
31761|121.156470933|32.3722631092
32428|121.156593656|32.3701657439
37358|121.156430032|32.3729622519
41305|121.156552714|32.3708648691
17569|121.156511877|32.3715639842
17584|119.271289435|32.4347679815
17593|119.241215383|32.4163895992
17609|119.234483036|32.4011768
18146|119.240007116|32.4159814385
18213|119.191674162|32.2594039006
18231|119.169573811|32.2801104035
21254|119.163820429|32.3027088975
21255|117.322083289|34.2691215002
21256|117.344163204|34.3262016547
21257|117.321917221|34.2680951773
21258|117.32509998|34.2672362405
21259|117.322083289|34.2691215002
21260|117.325767886|34.2695336891
21261|117.319376735|34.2958757747
46694|118.966974126|34.6268156946
3306|119.571860467|32.4084134615
3307|119.057370848|31.629435527
3308|119.568128075|32.4076659027
3309|119.716675772|32.3663435932
3310|119.685208451|32.6624146262
3311|119.753278503|32.6225814703
3312|120.554880802|32.3624877078
18105|120.403479405|32.3017152388
20259|120.40331546|32.3061442842
20291|120.535570428|32.0757096961
29018|120.534756683|32.0745847038
29020|120.533648592|32.0730464986
29022|120.532344071|32.07123554
29024|120.635593932|32.0121928438
29026|120.636879626|32.0115335324
29028|120.638422909|32.010742112
29030|119.980430993|32.8851187955
37509|119.668431621|32.8096680162
37510|119.666964354|32.8114676499
37510|119.67461774|32.8087322961
37511|119.315708609|32.6220204182
37513|119.260816857|32.6266617819
37514|119.315048116|32.692773817
37611|119.262493826|32.6247037681
41306|119.146351429|32.4182763746
41307|119.150706094|32.4152401919
41308|119.15636806|32.4199764183
41309|119.157072325|32.4180242434
41310|119.155377674|32.4159253198
41311|119.554186709|32.7671698778
41312|119.726948085|31.5523316616
41313|119.739566229|31.3635872565
41314|120.591167944|33.4698818092
41315|118.366224207|34.0755201915
44877|118.369983364|34.0797755238
44878|118.312865269|34.0686380181
46748|118.309774039|34.0699894087
20259|118.330482702|34.013515614
20478|118.471631686|34.0373831851
20601|118.337668426|33.791604193
20708|118.500051486|33.7880955578
20763|118.474278241|33.7358992123
20803|120.28936438|32.9097796844
21182|120.2863035|32.89980939
20043|120.28915711|32.9104795763
20044|120.469220825|32.7709867854
20045|120.381909857|32.7270299777
20102|119.45776266|32.7976866303
20103|120.997707362|31.2462882456
17423|121.028550561|31.2473269551
17687|120.028055174|31.8239914738
17689|119.887854254|31.8428775473
17690|119.881793419|31.8349273657
17691|119.424754154|31.469892072
17705|119.502195754|31.4916112273
18779|119.587335302|32.7632242347
18806|119.585805816|32.753052632
18899|119.111903516|32.2924060899
20259|119.111394161|32.2929058985
20478|119.122238862|32.2962852298
37356|119.245122609|32.2583767076
37357|119.114679609|32.2936091904
16968|119.113767618|32.2944309625
16985|120.418634588|33.7794979056
16992|119.789888827|33.2211841247
16994|120.113304241|33.3071904713
16996|120.111536228|33.3065408744
16997|118.920384681|31.3662475241
20926|120.567146323|31.1927932088
20927|120.719003597|31.2149442999
20928|120.719002073|31.2138506669
20929|120.555909246|31.1997316634
20930|120.554039524|31.1997252257
20931|120.563434633|31.2063089095
25293|120.524399281|31.4455028448
30313|120.51853721|31.3489602942
30314|119.113361139|32.2920868652
30315|119.209200528|32.2494793154
31619|119.336889644|33.2230317598
31620|119.335901284|33.2254126949
31621|118.839883616|34.1074788428
32627|118.862903284|34.1315513594
51892|118.844891718|34.1204600065
51893|118.868761296|34.1506181121
53075|118.873103866|34.1485496948
53076|118.851183383|34.1350504754
53077|118.975010469|33.0358316998
53078|119.85912035|31.7954893024
53079|119.433247125|31.4516077108
53081|119.398833411|31.4250229523
53217|119.395589084|31.4256854421
53417|119.471931625|31.3017861105
13926|119.431631725|31.3752871462
16962|119.429589338|31.3808408028
17418|119.43397813|31.3936926878
19675|119.43573686|31.3839437558
29038|119.437109175|31.3826602283
29041|119.46978173|31.3615988272
29044|119.204228177|31.3970708116
29637|119.412665756|31.5700607649
29638|119.425810194|31.568767086
32375|119.41671809|31.5460756263
37014|119.411791797|31.5709863248
37015|119.450766073|31.4982281657
37016|119.574647857|31.5386799894
37018|119.445492953|31.3684068378
37019|119.446119044|31.3684058362
37020|119.525884022|31.503163861
37021|119.310761675|31.5476630393
37022|119.311881866|31.5469213267
37023|119.414432008|31.5008783708
37024|119.40963497|31.4999374981
37025|119.398516389|31.4981765581
37026|121.004748936|31.232792777
37027|120.946737057|31.1684079251
37029|119.704413077|32.1925262302
37030|119.706478124|32.1866157934
37031|119.63526687|32.1714419874
37032|119.710026679|32.1941903595
37033|119.624358319|32.1392890579
37034|119.622126679|32.1398357623
37035|119.623044825|32.1389910035
37036|119.70317|32.1876037421
37037|119.63902975|32.1446990807
37038|119.789614607|33.447348191
37039|118.245338133|33.8944107604
37040|118.212737913|33.8840918661
423|118.214465101|33.8793506458
2142|120.480550557|32.4969183718
3448|120.812579615|31.8409871932
3449|120.733070807|31.6751170428
3450|120.802286084|31.8089217214
17010|120.799493996|31.803160256
17221|121.06404219|32.0531048813
17435|121.059763396|31.9734057306
17441|120.736988383|32.0936724507
17442|118.746479106|31.9391112838
17443|119.91330238|31.3517309991
17444|118.98922745|33.1041488772
18820|121.090109239|32.0881639003
20896|121.077328008|32.0628188457
21069|121.076442755|32.0535636197
21070|121.095441897|32.0666118637
22619|120.575547742|32.3612736686
22963|120.576199172|32.3602263209
22964|119.006355757|31.6313485557
38651|119.007276274|31.6293949065
56106|119.751418799|34.3247442286
56107|119.431440044|33.0323009762
56108|119.429909988|33.0330884007
56109|119.397784064|33.0950382987
56110|119.561724147|33.3372370988
56111|119.405746995|33.3457562282
56112|120.669743516|32.7671850482
56113|120.554258592|32.8878853573
56114|120.409792849|32.8652935887
3143|120.373914587|32.8964304477
18024|119.482461387|32.7445094799
18100|118.183140703|33.4262075131
19398|118.189218459|33.470747817
19399|118.434218725|33.3514646777
19472|118.434624149|33.3514526179
19500|118.308297449|33.5493458735
19539|118.315381701|33.5465678772
19545|118.314325946|33.540250203
19563|118.351025497|33.3329387864
22616|118.350387648|33.3308243713
22617|118.192487807|33.611928091
22618|118.192636771|33.6132487744
22962|118.192866764|33.6148511041
28638|118.350932364|33.3296041526
37261|118.35280106|33.3293567286
37262|118.351009649|33.3227277258
44835|118.361086973|33.3939101848
44836|118.524150996|33.4048362678
44837|120.050554127|32.386017782
44838|119.500312685|32.2010990957
44839|119.400278472|32.1929330575
44840|119.400278472|32.1929330575
44841|119.400278472|32.1929330575
44842|119.400278472|32.1929330575
44843|119.417151987|32.1555965823
44844|119.483129125|32.226786187
44846|119.455263096|32.1609251698
44847|119.423840843|32.2037689847
44848|119.400278472|32.1929330575
19034|119.400278472|32.1929330575
19035|119.400278472|32.1929330575
19036|121.069870761|32.0335414196
28633|120.977287084|32.0097380721
28634|120.840068576|32.165840294
49784|120.968006493|32.0877589894
15925|119.608722632|32.0316661936
17644|119.607685529|32.0315316876
17645|119.614472468|32.028505507
17646|119.613403034|32.0104145136
17647|119.613246175|32.0051922256
18805|119.604591403|32.0323877366
18812|119.597757103|32.043813182
19495|119.600384004|32.0430673909
19538|120.441782169|33.8060749461
19547|120.44225898|33.8061112184
19561|120.442735792|33.8061474889
19562|120.440351737|33.8059660999
19564|120.440828558|33.8060023868
20937|120.441305368|33.8060386628
22958|120.438921309|33.8058572462
22959|120.435866868|33.8056247515
22960|120.433006037|33.8054069232
22961|120.431592231|33.8052992525
25260|120.189986712|33.7869144045
25261|120.190051174|33.785912255
25262|120.191423957|33.786888033
25263|120.192309128|33.7868717839
25264|120.193773008|33.7868448944
25265|120.193444413|33.7858520346
25266|120.194658189|33.7868286284
25267|120.075266798|33.3084388672
25283|119.954938496|33.1987439346
25284|120.262565859|33.4370674292
25285|118.920426417|31.9123379584
25286|118.792139357|31.800101285
25287|120.840480807|32.0479535709
25288|120.949636498|31.9531869641
25289|119.22286198|32.6637369995
25290|119.22181103|32.6625364574
25291|119.221712116|32.6609036536
25292|119.223374214|32.6618938326
25294|119.225757097|32.6615999392
25295|119.221496673|32.6593706481
25296|119.223271919|32.6597196402
25296|119.224025154|32.6583151724
25297|119.224169982|32.6559961842
25298|119.611118615|33.0407813329
25298|119.691373206|32.9160141907
34855|119.274638283|32.6529328062
34856|119.247383091|32.635507535
38735|119.190695208|33.6554693544
38736|120.468055826|31.4664378005
39874|117.996986593|33.2383616211
39875|120.868914712|31.7092383651
41218|120.87362621|32.0604566776
48996|121.841870269|31.9076816382
54644|121.845029501|31.9078621214
17575|121.685313633|31.8346616848
17578|119.879113303|31.7068585732
18293|119.995180728|31.6013271498
18492|120.030433384|31.7221147353
18554|119.566533553|31.5387556184
18555|119.945393532|32.1541572286
18556|119.962602415|32.0792709734
18557|119.939961638|32.1484476122
18558|120.012348963|32.0516231638
18559|120.156469144|32.0956486298
18560|120.083892589|32.1802543449
18561|120.080606102|32.1766724027
18562|120.081080867|32.1768505842
18564|120.086533045|32.1784271778
18565|120.080513192|32.1680864359
18566|120.06806157|32.1545681044
18567|120.314843132|32.1761682671
18568|120.000916899|32.049334514
18569|119.989094223|32.0486879308
18772|120.001486233|32.0496147548
19751|119.988134098|32.0470385636
19752|119.986078835|32.019211314
19753|120.973180928|31.8520232013
19754|120.484682617|32.5473059977
19755|119.764178094|32.2599862137
19756|119.907320423|32.0318038351
21785|120.024658488|32.4487007605
21787|120.020019605|32.4589078831
21791|120.026588976|32.4438238218
21797|120.079051828|32.5432870052
21799|120.027207123|32.4391983954
21805|120.205411136|32.5032737145
21816|119.54172591|31.7095734317
21826|118.719832803|34.5155527347
21837|121.703092089|31.7265889709
21858|121.702771335|31.7253284754
21869|121.702435872|31.724091285
21880|121.699734433|31.7267072081
22218|121.753727745|31.7828832174
23543|120.350875774|33.4634104795
25069|119.859182785|31.9894978014
25073|119.865799854|32.0003257361
25190|119.952121264|31.9750367929
29963|119.949265296|31.964804623
37041|119.866506743|31.9878615067
